2018/10/17 14:29:02	0	0	0
2018/10/17 14:29:04	1	3	2
2018/10/17 14:29:05	7	4	3
2018/10/17 14:29:07	8	7	3
2018/10/17 14:29:08	15	13	3
2018/10/17 14:29:10	15	13	5
2018/10/17 14:29:11	19	17	10
2018/10/17 14:29:13	22	19	14
2018/10/17 14:29:15	24	18	15
2018/10/17 14:29:16	23	19	16
2018/10/17 14:29:18	27	23	21
2018/10/17 14:29:19	27	27	25
2018/10/17 14:29:21	27	29	31
2018/10/17 14:29:22	29	29	34
2018/10/17 14:29:24	29	31	34
2018/10/17 14:29:26	26	31	32
2018/10/17 14:29:27	27	31	33
2018/10/17 14:29:29	31	30	31
2018/10/17 14:29:30	29	31	29
2018/10/17 14:29:32	29	30	28
2018/10/17 14:29:33	29	29	27
2018/10/17 14:29:35	32	30	29
2018/10/17 14:29:37	32	30	26
2018/10/17 14:29:38	32	31	25
2018/10/17 14:29:40	31	32	25
2018/10/17 14:29:41	30	33	25
2018/10/17 14:29:43	27	36	25
2018/10/17 14:29:45	28	35	23
2018/10/17 14:29:46	30	36	24
2018/10/17 14:29:48	30	36	25
2018/10/17 14:29:49	30	36	24
2018/10/17 14:29:51	29	37	25
2018/10/17 14:29:52	29	37	26
2018/10/17 14:29:54	28	35	26
2018/10/17 14:29:55	30	35	26
2018/10/17 14:29:57	29	34	25
2018/10/17 14:29:58	31	33	25
2018/10/17 14:30:00	31	31	24
2018/10/17 14:30:01	34	31	25
2018/10/17 14:30:03	35	31	29
2018/10/17 14:30:05	30	32	30
2018/10/17 14:30:06	27	32	31
2018/10/17 14:30:08	26	32	31
2018/10/17 14:30:10	28	33	31
2018/10/17 14:30:11	28	35	30
2018/10/17 14:30:13	28	35	27
2018/10/17 14:30:14	29	33	27
2018/10/17 14:30:16	31	35	25
2018/10/17 14:30:17	31	38	24
2018/10/17 14:30:19	32	39	23
2018/10/17 14:30:21	29	42	21
2018/10/17 14:30:22	29	40	24
2018/10/17 14:30:24	27	40	23
2018/10/17 14:30:26	25	40	23
2018/10/17 14:30:27	25	39	22
2018/10/17 14:30:29	26	40	22
2018/10/17 14:30:30	24	41	21
2018/10/17 14:30:32	25	41	21
2018/10/17 14:30:33	25	43	22
2018/10/17 14:30:35	26	44	21
2018/10/17 14:30:36	25	42	21
2018/10/17 14:30:38	26	42	23
2018/10/17 14:30:39	24	41	24
2018/10/17 14:30:41	24	42	23
2018/10/17 14:30:43	25	41	23
2018/10/17 14:30:44	26	42	23
2018/10/17 14:30:46	26	41	25
2018/10/17 14:30:47	26	42	23
2018/10/17 14:30:49	26	38	22
2018/10/17 14:30:50	25	36	22
2018/10/17 14:30:52	26	37	22
2018/10/17 14:30:53	25	38	24
2018/10/17 14:30:55	26	38	25
2018/10/17 14:30:57	24	35	25
2018/10/17 14:30:58	25	36	26
2018/10/17 14:31:00	28	37	23
2018/10/17 14:31:01	29	35	21
2018/10/17 14:31:03	28	35	21
2018/10/17 14:31:04	29	36	22
2018/10/17 14:31:06	28	36	22
2018/10/17 14:31:07	28	36	22
2018/10/17 14:31:09	30	38	20
2018/10/17 14:31:10	30	37	18
2018/10/17 14:31:12	30	37	18
2018/10/17 14:31:14	30	38	20
2018/10/17 14:31:15	30	37	21
2018/10/17 14:31:17	28	37	21
2018/10/17 14:31:18	28	37	23
2018/10/17 14:31:20	28	37	22
2018/10/17 14:31:22	28	37	22
2018/10/17 14:31:23	28	36	24
2018/10/17 14:31:25	28	38	24
2018/10/17 14:31:26	29	36	24
2018/10/17 14:31:28	27	36	25
2018/10/17 14:31:29	29	39	25
2018/10/17 14:31:31	29	38	25
2018/10/17 14:31:32	29	39	26
2018/10/17 14:31:34	26	39	25
2018/10/17 14:31:36	28	39	25
2018/10/17 14:31:37	29	39	24
2018/10/17 14:31:39	29	39	23
2018/10/17 14:31:40	28	41	24
2018/10/17 14:31:42	27	41	23
2018/10/17 14:31:43	27	38	21
2018/10/17 14:31:45	29	39	21
2018/10/17 14:31:47	27	38	22
2018/10/17 14:31:48	29	39	23
2018/10/17 14:31:50	28	40	22
2018/10/17 14:31:51	27	39	24
2018/10/17 14:31:53	27	39	24
2018/10/17 14:31:54	27	39	26
2018/10/17 14:31:56	27	40	24
2018/10/17 14:31:58	26	40	25
2018/10/17 14:31:59	27	39	27
2018/10/17 14:32:01	29	38	27
2018/10/17 14:32:02	29	38	26
2018/10/17 14:32:04	29	39	25
2018/10/17 14:32:05	28	41	27
2018/10/17 14:32:07	27	39	26
2018/10/17 14:32:08	28	38	26
2018/10/17 14:32:10	29	37	27
2018/10/17 14:32:12	29	37	27
2018/10/17 14:32:13	30	37	26
2018/10/17 14:32:15	32	36	27
2018/10/17 14:32:16	29	35	27
2018/10/17 14:32:18	28	34	27
2018/10/17 14:32:20	29	33	29
2018/10/17 14:32:21	28	32	29
2018/10/17 14:32:23	28	33	30
2018/10/17 14:32:24	28	31	30
2018/10/17 14:32:26	28	31	30
2018/10/17 14:32:27	25	33	32
2018/10/17 14:32:29	25	33	32
2018/10/17 14:32:31	23	32	33
2018/10/17 14:32:32	22	32	35
2018/10/17 14:32:34	20	31	34
2018/10/17 14:32:36	20	31	35
2018/10/17 14:32:37	20	32	34
2018/10/17 14:32:39	21	32	34
2018/10/17 14:32:40	21	34	36
2018/10/17 14:32:42	18	35	36
2018/10/17 14:32:43	18	35	35
2018/10/17 14:32:45	19	37	33
2018/10/17 14:32:46	18	35	33
2018/10/17 14:32:48	18	34	31
2018/10/17 14:32:49	18	34	31
2018/10/17 14:32:51	17	34	31
2018/10/17 14:32:52	16	35	33
